Customer_ID,Age,Gender,Income,Employment_Status,Credit_Score,City,State,Customer_Segment
C01191,21,Male,91200,Self-Employed,580,New York,Georgia,Very High Risk
C01192,23,Male,38100,Unemployed,722,Arlington,Illinois,Medium Risk
C01193,44,Male,70500,Full-Time,647,Plano,Georgia,High Risk
C01194,43,Male,112300,Full-Time,551,Naperville,Texas,Very High Risk
C01195,28,Male,80500,Part-Time,634,Norfolk,Arizona,High Risk
C01196,67,Male,47000,Retired,729,Austin,New York,Medium Risk
C01197,57,Male,128700,Self-Employed,554,San Jose,Texas,Very High Risk
C01198,23,Female,87400,Full-Time,738,Savannah,Texas,Medium Risk
C01199,53,Male,28100,Full-Time,711,Mesa,Virginia,Medium Risk
C01200,48,Female,95900,Full-Time,671,Naperville,Virginia,High Risk
C01201,67,Male,50300,Self-Employed,567,Rochester,Texas,Very High Risk
C01202,28,Male,71000,Self-Employed,573,Augusta,Texas,Very High Risk
C01203,54,Male,102300,Part-Time,660,Houston,Illinois,High Risk
C01204,55,Female,50800,Full-Time,606,San Jose,Georgia,High Risk
C01205,52,Male,31000,Retired,665,Norfolk,Illinois,High Risk
C01206,44,Male,128000,Part-Time,758,Dallas,Illinois,Low Risk
C01207,34,Male,109800,Retired,670,Houston,New York,High Risk
C01208,52,Male,62500,Part-Time,667,San Diego,New York,High Risk
C01209,66,Male,95400,Self-Employed,668,Mesa,Georgia,High Risk
C01210,63,Female,55000,Self-Employed,766,Dallas,Georgia,Low Risk
C01211,36,Male,67900,Full-Time,787,Tempe,Arizona,Low Risk
C01212,24,Male,60900,Retired,722,Aurora,Texas,Medium Risk
C01213,57,Female,56100,Full-Time,700,Houston,Illinois,Medium Risk
C01214,41,Male,76400,Self-Employed,707,Atlanta,New York,Medium Risk
C01215,34,Male,37700,Retired,797,New York,Florida,Low Risk
C01216,51,Female,58000,Full-Time,726,San Jose,Texas,Medium Risk
C01217,38,Male,74900,Part-Time,804,Arlington,Arizona,Low Risk
C01218,27,Female,148600,Full-Time,659,Aurora,California,High Risk
C01219,30,Male,38400,Self-Employed,590,San Diego,Illinois,Very High Risk
C01220,27,Male,82200,Unemployed,640,Austin,Texas,High Risk
C01221,53,Male,86300,Part-Time,648,Mesa,Georgia,High Risk
C01222,43,Male,27900,Self-Employed,810,Savannah,Texas,Low Risk
C01223,41,Male,78200,Full-Time,745,New York,California,Medium Risk
C01224,39,Male,96600,Full-Time,642,Tampa,Georgia,High Risk
C01225,39,Female,84700,Full-Time,751,Buffalo,Florida,Low Risk
C01226,56,Female,62600,Part-Time,680,San Jose,New York,Medium Risk
C01227,49,Male,75500,Full-Time,813,Irving,New York,Low Risk
C01228,38,Female,70200,Part-Time,665,Chicago,California,High Risk
C01229,22,Female,30400,Full-Time,575,Mesa,Arizona,Very High Risk
C01230,21,Female,70900,Self-Employed,676,Miami,California,High Risk
C01231,67,Male,55100,Full-Time,665,Orlando,Arizona,High Risk
C01232,25,Female,47300,Part-Time,589,Norfolk,Arizona,Very High Risk
C01233,40,Male,198900,Part-Time,734,Phoenix,Virginia,Medium Risk
C01234,31,Male,114200,Retired,797,Rochester,New York,Low Risk
C01235,62,Male,38700,Self-Employed,606,Rochester,Florida,High Risk
C01236,22,Female,76000,Self-Employed,763,Houston,Virginia,Low Risk
C01237,23,Female,125300,Unemployed,645,Phoenix,Florida,High Risk
C01238,43,Female,33200,Part-Time,688,Irving,Texas,Medium Risk
C01239,32,Male,67300,Full-Time,680,Miami,California,Medium Risk
C01240,40,Female,68700,Unemployed,688,New York,Virginia,Medium Risk
C01241,25,Male,36600,Self-Employed,725,Fresno,California,Medium Risk
C01242,57,Male,77100,Full-Time,613,Aurora,Virginia,High Risk
C01243,58,Male,107400,Self-Employed,787,Atlanta,California,Low Risk
C01244,50,Male,128100,Unemployed,728,Los Angeles,Georgia,Medium Risk
C01245,29,Female,58100,Retired,753,Orlando,New York,Low Risk
C01246,54,Male,200400,Retired,631,Savannah,Virginia,High Risk
C01247,64,Female,25700,Full-Time,606,Chicago,New York,High Risk
C01248,55,Male,76300,Full-Time,779,Fresno,New York,Low Risk
C01249,42,Male,34400,Full-Time,603,Mesa,Florida,High Risk
C01250,64,Female,67700,Full-Time,701,Austin,Virginia,Medium Risk
C01251,44,Male,51400,Unemployed,766,Rochester,New York,Low Risk
C01252,37,Female,81700,Full-Time,680,Atlanta,Virginia,Medium Risk
C01253,30,Female,61400,Part-Time,778,Houston,Texas,Low Risk
C01254,50,Male,44800,Part-Time,670,Richmond,Georgia,High Risk
C01255,66,Female,46200,Self-Employed,594,Tempe,New York,Very High Risk
C01256,43,Male,155100,Full-Time,718,Augusta,Virginia,Medium Risk
C01257,52,Female,79400,Full-Time,705,Buffalo,Georgia,Medium Risk
C01258,37,Male,30200,Full-Time,850,Plano,Georgia,Low Risk
C01259,37,Male,83300,Full-Time,619,Atlanta,Florida,High Risk
C01260,34,Male,59500,Retired,671,Chicago,California,High Risk
C01261,29,Female,65100,Self-Employed,635,Naperville,Georgia,High Risk
C01262,60,Female,94000,Full-Time,679,Atlanta,Texas,High Risk
C01263,22,Female,110700,Unemployed,676,Rochester,Florida,High Risk
C01264,65,Female,44200,Full-Time,625,Tempe,Illinois,High Risk
C01265,45,Female,64100,Self-Employed,725,Naperville,Georgia,Medium Risk
C01266,59,Female,50800,Full-Time,674,Savannah,Virginia,High Risk
C01267,29,Male,85000,Self-Employed,791,Chicago,Arizona,Low Risk
C01268,42,Female,58500,Full-Time,641,Houston,Georgia,High Risk
C01269,63,Female,65900,Full-Time,830,Aurora,California,Low Risk
C01270,66,Male,57600,Full-Time,711,Houston,New York,Medium Risk
C01271,24,Female,62000,Full-Time,785,Savannah,Virginia,Low Risk
C01272,46,Male,140000,Self-Employed,699,Austin,Virginia,Medium Risk
C01273,49,Female,190600,Full-Time,631,Augusta,Florida,High Risk
C01274,65,Female,77000,Part-Time,670,Norfolk,Illinois,High Risk
C01275,54,Female,62100,Self-Employed,586,Aurora,Florida,Very High Risk
C01276,43,Female,31700,Part-Time,682,Savannah,New York,Medium Risk
C01277,57,Male,46200,Self-Employed,703,Atlanta,Florida,Medium Risk
C01278,31,Female,61400,Full-Time,693,Irving,Virginia,Medium Risk
C01279,26,Male,47100,Part-Time,790,Fresno,Illinois,Low Risk
C01280,38,Male,49400,Retired,679,Augusta,Florida,High Risk
C01281,41,Female,132100,Part-Time,548,Phoenix,Texas,Very High Risk
C01282,62,Female,65800,Part-Time,850,Arlington,Texas,Low Risk
C01283,56,Female,68600,Self-Employed,638,Tempe,New York,High Risk
C01284,61,Male,48000,Full-Time,763,Buffalo,Arizona,Low Risk
C01285,58,Female,110400,Self-Employed,577,Fresno,Arizona,Very High Risk
C01286,54,Female,59100,Unemployed,708,New York,Illinois,Medium Risk
C01287,37,Male,51400,Full-Time,630,Savannah,Virginia,High Risk
C01288,57,Male,31900,Unemployed,478,Tempe,Illinois,Very High Risk
C01289,45,Female,63200,Full-Time,669,Plano,Illinois,High Risk
C01290,58,Female,50700,Full-Time,686,Richmond,Illinois,Medium Risk
C01291,32,Female,138700,Self-Employed,674,Mesa,Illinois,High Risk
C01292,43,Male,149000,Self-Employed,708,Aurora,Arizona,Medium Risk
C01293,62,Female,37300,Unemployed,670,Jacksonville,California,High Risk
C01294,42,Female,39200,Retired,695,Norfolk,Florida,Medium Risk
C01295,41,Male,57400,Full-Time,703,Savannah,Virginia,Medium Risk
C01296,47,Female,45000,Part-Time,687,Rochester,Georgia,Medium Risk
C01297,51,Female,71700,Full-Time,677,Los Angeles,Illinois,High Risk
C01298,26,Male,56100,Full-Time,623,Rochester,Arizona,High Risk
C01299,47,Male,73700,Full-Time,735,Houston,Georgia,Medium Risk
C01300,60,Male,102700,Self-Employed,669,Tempe,Texas,High Risk
C01301,54,Female,40300,Full-Time,663,Miami,Arizona,High Risk
C01302,32,Female,101700,Self-Employed,728,Naperville,Georgia,Medium Risk
C01303,65,Male,46800,Self-Employed,706,Orlando,Arizona,Medium Risk
C01304,27,Male,170900,Full-Time,638,Irving,Georgia,High Risk
C01305,30,Male,134800,Part-Time,784,Aurora,Virginia,Low Risk
C01306,65,Female,61800,Full-Time,601,Austin,Arizona,High Risk
C01307,37,Female,42100,Full-Time,613,San Jose,Florida,High Risk
C01308,46,Female,38700,Self-Employed,740,Orlando,Georgia,Medium Risk
C01309,41,Female,96300,Full-Time,821,Savannah,New York,Low Risk
C01310,48,Female,64100,Unemployed,647,Naperville,Arizona,High Risk
C01311,66,Male,98600,Self-Employed,721,Savannah,Virginia,Medium Risk
C01312,22,Female,175300,Full-Time,601,Mesa,New York,High Risk
C01313,63,Female,46000,Self-Employed,620,Austin,Arizona,High Risk
C01314,21,Female,37400,Full-Time,775,Tampa,Illinois,Low Risk
C01315,56,Female,70900,Full-Time,717,Buffalo,California,Medium Risk
C01316,46,Female,108800,Full-Time,777,Richmond,Arizona,Low Risk
C01317,49,Female,42600,Full-Time,771,Phoenix,Virginia,Low Risk
C01318,41,Female,66000,Full-Time,533,Tempe,California,Very High Risk
C01319,31,Female,120400,Retired,600,Rochester,Florida,High Risk
C01320,60,Female,31200,Full-Time,711,Irving,California,Medium Risk
C01321,31,Male,72300,Part-Time,563,Naperville,Georgia,Very High Risk
C01322,56,Male,51000,Full-Time,611,Arlington,New York,High Risk
C01323,59,Female,68700,Full-Time,797,Los Angeles,Illinois,Low Risk
C01324,60,Male,89500,Full-Time,649,Tampa,Texas,High Risk
C01325,55,Male,71800,Part-Time,743,Naperville,Georgia,Medium Risk
C01326,54,Male,41300,Full-Time,688,Fresno,New York,Medium Risk
C01327,67,Female,51900,Full-Time,639,Aurora,New York,High Risk
C01328,44,Male,123500,Part-Time,565,Austin,Florida,Very High Risk
C01329,42,Male,75400,Self-Employed,707,Phoenix,Georgia,Medium Risk
C01330,25,Male,94900,Full-Time,799,New York,Arizona,Low Risk
C01331,53,Female,72700,Self-Employed,641,Richmond,Virginia,High Risk
C01332,56,Male,93500,Full-Time,695,Tempe,California,Medium Risk
C01333,67,Male,54400,Part-Time,576,Savannah,Texas,Very High Risk
C01334,40,Female,46000,Full-Time,640,Irving,Texas,High Risk
C01335,39,Female,91700,Full-Time,716,Irving,Arizona,Medium Risk
C01336,55,Male,108000,Full-Time,746,Houston,California,Medium Risk
C01337,63,Female,43100,Retired,732,Mesa,Virginia,Medium Risk
C01338,37,Male,50200,Full-Time,538,Augusta,Arizona,Very High Risk
C01339,65,Female,60400,Retired,656,Norfolk,Illinois,High Risk
C01340,63,Male,134700,Full-Time,617,Rochester,Virginia,High Risk
C01341,54,Male,83700,Full-Time,667,Jacksonville,California,High Risk
C01342,29,Female,35800,Full-Time,682,San Jose,Illinois,Medium Risk
C01343,46,Female,62300,Full-Time,770,Tempe,Virginia,Low Risk
C01344,22,Male,58200,Unemployed,712,Savannah,Texas,Medium Risk
C01345,29,Male,38300,Self-Employed,796,Rochester,Georgia,Low Risk
C01346,29,Female,62000,Self-Employed,638,Norfolk,Florida,High Risk
C01347,60,Female,57000,Part-Time,584,Mesa,New York,Very High Risk
C01348,37,Male,55200,Full-Time,799,Plano,Virginia,Low Risk
C01349,21,Female,54100,Retired,723,San Jose,Georgia,Medium Risk
C01350,45,Male,126000,Full-Time,634,Austin,Texas,High Risk
C01351,63,Male,55200,Self-Employed,723,Phoenix,Texas,Medium Risk
C01352,60,Male,66500,Part-Time,753,Fresno,Texas,Low Risk
C01353,62,Male,63300,Retired,699,Orlando,Virginia,Medium Risk
C01354,45,Male,51800,Self-Employed,635,Savannah,New York,High Risk
C01355,59,Male,67400,Retired,657,Arlington,Illinois,High Risk
C01356,55,Male,66900,Part-Time,712,Tempe,Virginia,Medium Risk
C01357,23,Male,67400,Full-Time,705,Atlanta,Florida,Medium Risk
C01358,57,Male,44200,Full-Time,781,Dallas,Georgia,Low Risk
C01359,64,Male,59200,Self-Employed,669,Dallas,Georgia,High Risk
C01360,64,Female,91500,Self-Employed,618,Augusta,Virginia,High Risk
C01361,50,Male,59900,Full-Time,850,San Jose,Florida,Low Risk
C01362,58,Female,69900,Full-Time,703,Rochester,Florida,Medium Risk
C01363,54,Male,70100,Full-Time,753,Miami,Illinois,Low Risk
C01364,32,Male,78400,Unemployed,729,Plano,Georgia,Medium Risk
C01365,39,Female,83600,Full-Time,704,Rochester,California,Medium Risk
C01366,57,Female,60100,Part-Time,673,Arlington,California,High Risk
C01367,64,Male,43100,Full-Time,480,Houston,Virginia,Very High Risk
C01368,37,Male,37600,Full-Time,610,Naperville,Florida,High Risk
C01369,30,Female,102800,Retired,715,Fresno,Texas,Medium Risk
C01370,67,Female,91900,Full-Time,486,Austin,Virginia,Very High Risk
C01371,32,Female,87100,Full-Time,695,Orlando,Texas,Medium Risk
C01372,36,Male,93600,Full-Time,740,San Jose,New York,Medium Risk
C01373,44,Male,60400,Full-Time,752,San Diego,California,Low Risk
C01374,39,Female,49100,Part-Time,735,Dallas,Texas,Medium Risk
C01375,28,Female,41800,Full-Time,762,San Jose,Arizona,Low Risk
C01376,51,Female,39800,Part-Time,810,Mesa,Florida,Low Risk
C01377,41,Female,112200,Full-Time,772,Tempe,New York,Low Risk
C01378,37,Female,52100,Self-Employed,705,Richmond,California,Medium Risk
C01379,43,Male,104500,Self-Employed,680,Richmond,New York,Medium Risk
C01380,57,Male,59800,Retired,699,Chicago,Texas,Medium Risk
C01381,36,Female,47900,Retired,669,Arlington,Florida,High Risk
C01382,26,Male,39700,Full-Time,774,Orlando,Arizona,Low Risk
C01383,28,Male,49900,Full-Time,733,San Diego,Florida,Medium Risk
C01384,45,Male,123100,Self-Employed,661,Fresno,Florida,High Risk
C01385,38,Male,39900,Full-Time,789,New York,Texas,Low Risk
C01386,45,Male,168500,Full-Time,668,Irving,Arizona,High Risk
C01387,32,Female,44500,Full-Time,619,Aurora,Virginia,High Risk
C01388,35,Male,91100,Full-Time,689,Tempe,Arizona,Medium Risk
C01389,46,Male,60900,Full-Time,628,Mesa,Illinois,High Risk
C01390,61,Male,56300,Full-Time,760,Phoenix,Georgia,Low Risk
C01391,65,Male,36700,Full-Time,627,Norfolk,Georgia,High Risk
C01392,46,Female,62200,Self-Employed,681,Jacksonville,Florida,Medium Risk
C01393,67,Female,38600,Full-Time,760,Irving,Georgia,Low Risk
C01394,52,Male,30500,Retired,637,San Jose,Illinois,High Risk
C01395,30,Female,68600,Full-Time,721,Buffalo,Florida,Medium Risk
C01396,36,Male,48800,Part-Time,617,Augusta,Illinois,High Risk
C01397,27,Female,138700,Full-Time,708,Norfolk,California,Medium Risk
C01398,37,Male,101900,Full-Time,733,Houston,Georgia,Medium Risk
C01399,43,Male,139500,Full-Time,687,Dallas,Arizona,Medium Risk
C01400,46,Female,47800,Full-Time,693,Los Angeles,California,Medium Risk
C01401,41,Female,69100,Self-Employed,723,Tempe,Florida,Medium Risk
C01402,42,Male,22000,Self-Employed,669,Naperville,Arizona,High Risk
C01403,27,Female,57300,Full-Time,757,Tampa,New York,Low Risk
C01404,34,Male,67900,Full-Time,793,San Diego,Virginia,Low Risk
C01405,35,Female,69700,Full-Time,621,Jacksonville,New York,High Risk
C01406,27,Male,63800,Full-Time,823,Norfolk,Texas,Low Risk
C01407,29,Female,67000,Full-Time,667,San Diego,California,High Risk
C01408,28,Male,22000,Retired,840,Fresno,California,Low Risk
C01409,43,Male,72900,Full-Time,668,Dallas,New York,High Risk
C01410,49,Female,80800,Self-Employed,743,Savannah,Florida,Medium Risk
C01411,38,Female,118700,Part-Time,743,Tempe,Arizona,Medium Risk
C01412,51,Female,76700,Self-Employed,661,Jacksonville,Arizona,High Risk
C01413,50,Male,61300,Full-Time,695,Naperville,Arizona,Medium Risk
C01414,59,Male,106900,Self-Employed,798,Savannah,Texas,Low Risk
C01415,55,Male,22500,Unemployed,666,Dallas,California,High Risk
C01416,38,Male,51600,Full-Time,659,Mesa,Virginia,High Risk
C01417,62,Female,46100,Full-Time,603,Atlanta,Texas,High Risk
C01418,59,Male,64000,Retired,808,Savannah,California,Low Risk
C01419,37,Female,24200,Self-Employed,654,Naperville,Illinois,High Risk
C01420,34,Female,117700,Full-Time,780,Aurora,Arizona,Low Risk
C01421,51,Male,58100,Full-Time,645,Norfolk,Illinois,High Risk
C01422,44,Female,75000,Full-Time,778,Phoenix,Texas,Low Risk
C01423,55,Female,71900,Full-Time,750,Arlington,Arizona,Low Risk
C01424,64,Female,114700,Full-Time,673,Irving,Arizona,High Risk
C01425,65,Male,28100,Full-Time,635,Arlington,New York,High Risk
C01426,54,Female,68400,Part-Time,641,Richmond,New York,High Risk
C01427,23,Male,108900,Self-Employed,640,Austin,California,High Risk
C01428,57,Male,62200,Unemployed,770,Plano,Virginia,Low Risk
C01429,63,Female,42400,Full-Time,702,Richmond,Virginia,Medium Risk
C01430,60,Female,49500,Self-Employed,606,Augusta,Georgia,High Risk
C01431,46,Male,54500,Full-Time,671,Miami,Illinois,High Risk
C01432,43,Female,47000,Full-Time,680,Los Angeles,Illinois,Medium Risk
C01433,64,Female,60700,Unemployed,530,Naperville,Texas,Very High Risk
C01434,59,Male,128100,Full-Time,675,Mesa,Arizona,High Risk
C01435,35,Female,49700,Full-Time,744,Chicago,Georgia,Medium Risk
C01436,24,Female,52200,Full-Time,680,Naperville,Texas,Medium Risk
C01437,49,Female,79900,Full-Time,709,Jacksonville,New York,Medium Risk
C01438,42,Male,60100,Self-Employed,726,Chicago,New York,Medium Risk
C01439,45,Male,35700,Retired,664,Phoenix,Virginia,High Risk
C01440,33,Female,63200,Self-Employed,745,Aurora,Georgia,Medium Risk
C01441,38,Male,62200,Unemployed,799,Orlando,Georgia,Low Risk
C01442,53,Male,100800,Self-Employed,576,Arlington,New York,Very High Risk
C01443,36,Female,42000,Unemployed,664,Norfolk,Florida,High Risk
C01444,65,Male,101100,Full-Time,850,Atlanta,Arizona,Low Risk
C01445,62,Female,62200,Unemployed,703,Atlanta,Illinois,Medium Risk
C01446,64,Female,39500,Full-Time,687,Jacksonville,Illinois,Medium Risk
C01447,22,Female,36100,Unemployed,671,Tempe,Texas,High Risk
C01448,55,Female,155200,Full-Time,786,Orlando,Illinois,Low Risk
C01449,62,Male,60500,Self-Employed,620,Atlanta,Texas,High Risk
C01450,54,Male,99100,Self-Employed,759,Naperville,Georgia,Low Risk
C01451,50,Female,30100,Retired,669,Miami,Georgia,High Risk
C01452,33,Male,213000,Self-Employed,634,Norfolk,Florida,High Risk
C01453,33,Female,97200,Full-Time,673,Austin,Arizona,High Risk
C01454,38,Female,57900,Full-Time,687,Savannah,Georgia,Medium Risk
C01455,52,Male,56600,Full-Time,653,Los Angeles,Arizona,High Risk
C01456,52,Female,90500,Full-Time,773,San Diego,New York,Low Risk
C01457,55,Male,88200,Full-Time,634,Savannah,Florida,High Risk
C01458,59,Male,70600,Full-Time,701,Phoenix,New York,Medium Risk
C01459,66,Female,65300,Full-Time,730,Atlanta,New York,Medium Risk
C01460,49,Female,83700,Unemployed,700,Irving,Texas,Medium Risk
C01461,49,Female,29700,Unemployed,748,Augusta,Arizona,Medium Risk
C01462,64,Male,55000,Full-Time,657,Fresno,New York,High Risk
C01463,36,Male,31000,Full-Time,737,Augusta,Arizona,Medium Risk
C01464,64,Male,85300,Full-Time,739,Miami,Florida,Medium Risk
C01465,67,Male,48000,Full-Time,763,New York,California,Low Risk
C01466,30,Male,32000,Full-Time,549,Orlando,Georgia,Very High Risk
C01467,50,Female,45500,Full-Time,728,Chicago,Texas,Medium Risk
C01468,45,Female,69500,Part-Time,758,Norfolk,Arizona,Low Risk
C01469,59,Male,59300,Full-Time,659,Orlando,Georgia,High Risk
C01470,40,Male,38300,Full-Time,649,San Diego,New York,High Risk
C01471,25,Female,30200,Full-Time,637,Orlando,New York,High Risk
C01472,21,Female,67200,Self-Employed,613,Jacksonville,Illinois,High Risk
C01473,50,Female,50100,Self-Employed,740,Arlington,Virginia,Medium Risk
C01474,23,Male,57900,Full-Time,850,Naperville,Arizona,Low Risk
C01475,65,Male,60500,Full-Time,648,Los Angeles,Virginia,High Risk
C01476,34,Female,78900,Full-Time,655,Plano,Texas,High Risk
C01477,50,Female,95200,Full-Time,691,New York,Texas,Medium Risk
C01478,24,Male,69400,Full-Time,570,Norfolk,Virginia,Very High Risk
C01479,38,Female,56300,Full-Time,638,Rochester,Florida,High Risk
C01480,57,Male,65700,Full-Time,686,San Diego,California,Medium Risk
C01481,45,Male,55800,Full-Time,623,Dallas,Florida,High Risk
C01482,21,Female,31000,Self-Employed,780,Plano,Florida,Low Risk
C01483,66,Male,106200,Full-Time,593,Fresno,Florida,Very High Risk
C01484,35,Female,97600,Full-Time,758,Mesa,Virginia,Low Risk
C01485,29,Male,159000,Full-Time,800,Phoenix,California,Low Risk
C01486,35,Male,181400,Full-Time,719,Aurora,Florida,Medium Risk
C01487,44,Male,38300,Unemployed,680,Savannah,Georgia,Medium Risk
C01488,24,Male,55900,Part-Time,708,Atlanta,Texas,Medium Risk
C01489,32,Male,201300,Full-Time,657,Aurora,California,High Risk
C01490,57,Female,63800,Part-Time,537,Aurora,New York,Very High Risk
C01491,57,Female,72600,Part-Time,617,Miami,Illinois,High Risk
C01492,63,Male,32800,Full-Time,689,San Jose,Illinois,Medium Risk
C01493,26,Male,69500,Full-Time,619,Savannah,Arizona,High Risk
C01494,59,Female,155100,Unemployed,659,San Jose,Georgia,High Risk
C01495,66,Male,116000,Full-Time,726,Plano,Texas,Medium Risk
C01496,44,Male,49400,Full-Time,701,Aurora,Illinois,Medium Risk
C01497,31,Male,54400,Full-Time,769,Orlando,Georgia,Low Risk
C01498,33,Female,39100,Self-Employed,712,Orlando,Georgia,Medium Risk
C01499,54,Male,44300,Unemployed,716,Naperville,Illinois,Medium Risk
C01500,45,Female,27500,Self-Employed,637,Orlando,Illinois,High Risk
C01501,27,Male,62600,Self-Employed,590,Miami,Georgia,Very High Risk
C01502,24,Male,128200,Retired,659,San Jose,Virginia,High Risk
C01503,28,Male,76300,Part-Time,635,Buffalo,Georgia,High Risk
C01504,40,Female,120200,Self-Employed,677,San Jose,New York,High Risk
C01505,49,Female,105400,Retired,610,Naperville,Illinois,High Risk
C01506,65,Male,50800,Full-Time,753,Dallas,Florida,Low Risk
C01507,66,Male,46200,Part-Time,635,Phoenix,Georgia,High Risk
C01508,30,Female,47000,Self-Employed,663,Atlanta,Texas,High Risk
C01509,63,Female,30000,Unemployed,688,Austin,Texas,Medium Risk
C01510,54,Male,66000,Unemployed,774,Savannah,Arizona,Low Risk
C01511,46,Female,22000,Self-Employed,822,Tampa,Georgia,Low Risk
C01512,61,Male,84800,Retired,827,Rochester,Texas,Low Risk
C01513,23,Male,67100,Full-Time,594,Augusta,New York,Very High Risk
C01514,26,Male,80400,Full-Time,662,Rochester,Arizona,High Risk
C01515,25,Female,104600,Full-Time,648,Chicago,New York,High Risk
C01516,25,Male,71100,Full-Time,718,Norfolk,Georgia,Medium Risk
C01517,67,Female,135400,Full-Time,713,Norfolk,Virginia,Medium Risk
C01518,43,Female,86000,Full-Time,646,Rochester,Arizona,High Risk
C01519,29,Female,46200,Full-Time,640,Fresno,Illinois,High Risk
C01520,55,Male,58400,Unemployed,615,Augusta,Florida,High Risk
C01521,40,Male,23500,Full-Time,491,Naperville,Illinois,Very High Risk
C01522,62,Female,43300,Self-Employed,593,Dallas,Texas,Very High Risk
C01523,55,Female,54800,Unemployed,755,Mesa,Virginia,Low Risk
C01524,38,Female,83100,Full-Time,800,Aurora,Arizona,Low Risk
C01525,37,Male,46400,Full-Time,791,Richmond,Florida,Low Risk
C01526,44,Male,37100,Self-Employed,758,Los Angeles,Texas,Low Risk
C01527,23,Female,27800,Self-Employed,614,Los Angeles,Florida,High Risk
C01528,52,Male,49700,Full-Time,601,Tampa,Georgia,High Risk
C01529,55,Female,156400,Full-Time,554,Austin,California,Very High Risk
C01530,58,Male,73400,Full-Time,646,Orlando,Virginia,High Risk
C01531,33,Male,99200,Full-Time,697,Los Angeles,New York,Medium Risk
C01532,67,Male,43400,Full-Time,614,New York,Arizona,High Risk
C01533,45,Male,32000,Full-Time,722,Aurora,New York,Medium Risk
C01534,29,Male,37500,Part-Time,739,Rochester,Arizona,Medium Risk
C01535,24,Female,62200,Retired,654,Tempe,Virginia,High Risk
C01536,34,Male,26500,Part-Time,589,Jacksonville,Georgia,Very High Risk
C01537,57,Male,41300,Unemployed,794,Dallas,Texas,Low Risk
C01538,54,Female,49900,Self-Employed,693,Los Angeles,Texas,Medium Risk
C01539,31,Male,35900,Self-Employed,836,New York,California,Low Risk
C01540,61,Male,25000,Full-Time,697,Chicago,Illinois,Medium Risk
C01541,23,Female,74000,Full-Time,702,Mesa,Arizona,Medium Risk
C01542,48,Female,66400,Self-Employed,618,Jacksonville,Florida,High Risk
C01543,49,Male,92300,Unemployed,658,Jacksonville,Georgia,High Risk
C01544,29,Male,39400,Full-Time,573,Fresno,California,Very High Risk
C01545,23,Female,91500,Full-Time,589,Los Angeles,Georgia,Very High Risk
C01546,45,Male,129400,Self-Employed,746,Los Angeles,California,Medium Risk
C01547,54,Female,73100,Full-Time,669,Mesa,Texas,High Risk
C01548,32,Female,49400,Full-Time,658,Irving,Texas,High Risk
C01549,62,Female,69400,Self-Employed,634,Mesa,Illinois,High Risk
C01550,29,Male,48300,Full-Time,661,Savannah,Arizona,High Risk
C01551,35,Male,44900,Part-Time,775,New York,Virginia,Low Risk
C01552,60,Female,88400,Unemployed,701,New York,Arizona,Medium Risk
C01553,45,Male,61100,Full-Time,601,Houston,Virginia,High Risk
C01554,25,Male,111800,Full-Time,767,Plano,Georgia,Low Risk
C01555,31,Female,53300,Full-Time,819,Plano,Georgia,Low Risk
C01556,54,Male,55700,Full-Time,727,Chicago,Illinois,Medium Risk
C01557,44,Male,50400,Self-Employed,757,Miami,Texas,Low Risk
C01558,35,Female,39300,Full-Time,782,New York,Virginia,Low Risk
C01559,58,Male,93800,Full-Time,566,Naperville,New York,Very High Risk
C01560,28,Male,173800,Full-Time,830,Chicago,Illinois,Low Risk
C01561,25,Male,54700,Full-Time,772,Augusta,California,Low Risk
C01562,46,Female,47900,Full-Time,727,Orlando,Texas,Medium Risk
C01563,38,Male,46500,Part-Time,681,San Diego,Georgia,Medium Risk
C01564,26,Male,47900,Full-Time,590,Fresno,Georgia,Very High Risk
C01565,57,Female,136600,Full-Time,665,New York,Florida,High Risk
C01566,33,Female,47000,Full-Time,724,Phoenix,Florida,Medium Risk
C01567,48,Male,49900,Unemployed,607,Houston,New York,High Risk
C01568,25,Female,37200,Full-Time,685,New York,Georgia,Medium Risk
C01569,33,Male,74200,Part-Time,601,Atlanta,Texas,High Risk
C01570,37,Female,63100,Part-Time,661,Tempe,Georgia,High Risk
C01571,60,Male,39000,Self-Employed,589,Atlanta,Virginia,Very High Risk
C01572,65,Male,43500,Full-Time,581,Chicago,Georgia,Very High Risk
C01573,52,Female,129600,Retired,716,Mesa,California,Medium Risk
C01574,49,Male,66000,Part-Time,647,Naperville,New York,High Risk
C01575,23,Male,68000,Self-Employed,654,Chicago,California,High Risk
C01576,60,Male,68200,Full-Time,642,Mesa,Arizona,High Risk
C01577,54,Female,121700,Self-Employed,850,Arlington,Virginia,Low Risk
C01578,60,Male,40600,Self-Employed,736,Arlington,Florida,Medium Risk
C01579,47,Male,54400,Full-Time,744,New York,Virginia,Medium Risk
C01580,33,Male,60200,Full-Time,632,Jacksonville,California,High Risk
C01581,65,Male,30000,Part-Time,728,Richmond,Florida,Medium Risk
C01582,53,Male,43000,Full-Time,673,New York,Arizona,High Risk
C01583,26,Male,104100,Self-Employed,631,Richmond,Illinois,High Risk
C01584,44,Male,91500,Full-Time,835,Rochester,Arizona,Low Risk
C01585,39,Male,99100,Full-Time,733,Savannah,Florida,Medium Risk
