Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Days_Late,Payment_Status
P0003798,L001031,2024-07-29,582.09,0,On Time
P0003799,L001893,2023-10-09,828.06,11,Late
P0003800,L000397,2024-09-01,475.49,12,Late
P0003801,L000545,2025-10-17,657.44,4,Late
P0003802,L006208,2025-09-10,1555.72,2,Late
P0003803,L000134,2024-05-18,223.12,0,On Time
P0003804,L000365,2024-02-03,944.41,0,On Time
P0003805,L003011,2023-02-09,430.61,0,On Time
P0003806,L004507,2025-03-11,707.42,2,Late
P0003807,L000536,2025-08-30,720.6,6,Late
P0003808,L000039,2026-03-06,912.48,0,On Time
P0003809,L005414,2024-03-31,810.28,3,Late
P0003810,L005503,2026-02-15,1033.79,1,Late
P0003811,L007031,2024-05-15,1269.1,0,On Time
P0003812,L002671,2024-11-24,306.37,11,Late
P0003813,L003011,2025-04-08,677.55,11,Late
P0003814,L000599,2023-08-07,509.26,6,Late
P0003815,L003569,2023-12-09,275.43,7,Late
P0003816,L007801,2024-06-08,448.03,12,Late
P0003817,L002129,2026-03-21,1650.57,0,On Time
P0003818,L002258,2023-10-20,720.46,0,On Time
P0003819,L004386,2026-06-01,1186.93,0,On Time
P0003820,L003542,2025-03-29,1125.55,6,Late
P0003821,L004188,2024-01-07,472.15,0,On Time
P0003822,L004408,2026-02-03,1206.22,9,Late
P0003823,L001197,2024-06-08,414.87,9,Late
P0003824,L000645,2023-04-06,1361.63,11,Late
P0003825,L005375,2024-10-11,577.39,0,On Time
P0003826,L002964,2024-10-18,357.19,2,Late
P0003827,L007170,2025-10-06,931.26,0,On Time
P0003828,L001463,2024-02-22,537.14,0,On Time
P0003829,L002367,2025-12-05,1279.57,0,On Time
P0003830,L007330,2026-04-26,1349.48,0,On Time
P0003831,L005941,2023-08-01,122.0,7,Late
P0003832,L007587,2024-12-19,7971.79,11,Late
P0003833,L000819,2025-12-08,369.08,2,Late
P0003834,L002073,2025-02-03,1354.54,0,On Time
P0003835,L006716,2023-02-10,633.36,4,Late
P0003836,L001223,2023-08-10,1053.69,6,Late
P0003837,L006437,2025-01-31,566.42,3,Late
P0003838,L000900,2025-01-20,2215.13,7,Late
P0003839,L003061,2024-02-29,334.64,2,Late
P0003840,L002559,2024-10-25,1664.3,0,On Time
P0003841,L006371,2024-12-14,245.06,9,Late
P0003842,L005927,2026-02-20,905.18,6,Late
P0003843,L004774,2024-11-01,345.09,5,Late
P0003844,L007770,2025-09-09,1351.28,12,Late
P0003845,L003540,2023-11-22,1061.68,9,Late
P0003846,L005246,2025-07-09,1195.75,14,Late
P0003847,L000519,2024-08-06,713.33,4,Late
P0003848,L007080,2025-11-05,715.57,21,Severely Late
P0003849,L000825,2026-07-19,778.42,10,Late
P0003850,L001935,2023-10-18,396.29,0,On Time
P0003851,L000302,2023-07-12,4534.98,0,On Time
P0003852,L005585,2023-11-05,506.44,4,Late
P0003853,L001578,2025-05-23,655.3,16,Severely Late
P0003854,L006271,2026-02-01,1047.07,7,Late
P0003855,L006059,2023-05-09,635.27,10,Late
P0003856,L001697,2024-09-16,1023.37,0,On Time
P0003857,L000955,2026-04-19,255.16,10,Late
P0003858,L005675,2024-03-31,830.16,18,Severely Late
P0003859,L002610,2025-03-19,461.42,4,Late
P0003860,L004022,2026-03-23,1103.84,8,Late
P0003861,L006891,2025-09-24,2295.73,18,Severely Late
P0003862,L002372,2026-06-08,2907.62,10,Late
P0003863,L005666,2025-06-13,633.43,0,On Time
P0003864,L003265,2026-05-27,166.53,0,On Time
P0003865,L001033,2025-08-10,1051.79,0,On Time
P0003866,L004764,2024-07-24,667.19,12,Late
P0003867,L006168,2026-07-24,462.09,24,Severely Late
P0003868,L007954,2024-03-02,1005.27,14,Late
P0003869,L002298,2023-05-26,974.33,0,On Time
P0003870,L007323,2025-11-15,1352.95,22,Severely Late
P0003871,L005458,2023-03-01,611.47,0,On Time
P0003872,L000899,2024-12-25,574.76,8,Late
P0003873,L003209,2026-05-19,564.63,0,On Time
P0003874,L007096,2023-07-18,547.11,0,On Time
P0003875,L006727,2023-04-28,1318.99,14,Late
P0003876,L000741,2024-11-26,506.13,10,Late
P0003877,L004375,2025-11-27,335.04,0,On Time
P0003878,L004636,2025-02-15,1169.53,9,Late
P0003879,L007376,2024-04-17,1136.65,1,Late
P0003880,L007413,2025-02-03,2946.61,2,Late
P0003881,L006352,2023-04-11,4265.68,1,Late
P0003882,L007796,2024-09-29,2281.85,19,Severely Late
P0003883,L002347,2023-12-25,1315.0,9,Late
P0003884,L001767,2025-01-13,838.96,6,Late
P0003885,L000041,2023-03-24,518.35,0,On Time
P0003886,L007746,2024-07-27,3610.03,6,Late
P0003887,L006017,2023-11-29,1095.62,6,Late
P0003888,L002812,2025-11-07,2184.03,7,Late
P0003889,L000189,2025-08-30,822.17,26,Severely Late
P0003890,L005320,2023-09-18,1185.33,6,Late
P0003891,L006824,2023-03-01,962.99,0,On Time
P0003892,L005883,2025-01-20,549.67,5,Late
P0003893,L005034,2025-06-18,1212.93,1,Late
P0003894,L000260,2025-05-20,3684.93,4,Late
P0003895,L006672,2025-10-05,603.77,0,On Time
P0003896,L003390,2024-06-29,740.97,0,On Time
P0003897,L007801,2024-09-06,257.92,0,On Time
P0003898,L006951,2024-04-11,1268.49,0,On Time
P0003899,L001693,2023-03-09,1252.73,0,On Time
P0003900,L007194,2024-09-10,1227.74,0,On Time
P0003901,L006813,2024-03-08,712.59,10,Late
P0003902,L002902,2026-02-19,657.09,0,On Time
P0003903,L001385,2026-07-10,962.16,0,On Time
P0003904,L004373,2023-05-25,1192.43,0,On Time
P0003905,L000539,2025-01-22,843.07,0,On Time
P0003906,L001668,2025-06-17,625.03,13,Late
P0003907,L007208,2026-04-26,303.08,10,Late
P0003908,L007261,2025-03-27,1598.13,8,Late
P0003909,L004212,2025-05-17,927.79,5,Late
P0003910,L003296,2025-09-14,338.15,5,Late
P0003911,L002414,2023-07-19,1275.08,3,Late
P0003912,L004218,2026-04-22,1307.81,15,Late
P0003913,L004316,2025-05-13,620.04,6,Late
P0003914,L002347,2025-02-18,431.93,10,Late
P0003915,L007013,2026-02-03,1677.77,0,On Time
P0003916,L006210,2025-01-18,618.37,0,On Time
P0003917,L004578,2024-12-20,183.91,8,Late
P0003918,L002828,2024-08-12,811.94,7,Late
P0003919,L002604,2025-07-20,932.27,8,Late
P0003920,L006327,2025-05-18,913.56,0,On Time
P0003921,L001613,2024-05-10,533.81,14,Late
P0003922,L003743,2026-03-23,882.87,13,Late
P0003923,L000250,2023-12-28,1342.85,1,Late
P0003924,L006129,2024-07-26,212.21,0,On Time
P0003925,L006705,2026-04-09,1210.57,2,Late
P0003926,L006751,2023-06-23,1476.04,13,Late
P0003927,L003070,2024-11-15,681.32,2,Late
P0003928,L003079,2026-04-05,355.73,12,Late
P0003929,L003450,2024-10-16,1525.6,6,Late
P0003930,L003984,2025-07-28,1964.45,14,Late
P0003931,L007862,2024-08-14,410.45,0,On Time
P0003932,L002160,2024-04-15,760.91,4,Late
P0003933,L004539,2025-04-19,448.33,17,Severely Late
P0003934,L003861,2024-02-17,566.92,0,On Time
P0003935,L001136,2025-03-06,824.37,18,Severely Late
P0003936,L002999,2025-12-13,1553.84,4,Late
P0003937,L003898,2023-08-08,1267.36,0,On Time
P0003938,L004655,2024-07-11,931.03,0,On Time
P0003939,L004362,2024-06-27,3571.92,0,On Time
P0003940,L006020,2023-08-29,365.29,3,Late
P0003941,L000745,2024-05-02,587.54,11,Late
P0003942,L000833,2024-08-15,910.36,8,Late
P0003943,L002904,2023-12-30,694.19,0,On Time
P0003944,L002853,2025-12-04,743.22,0,On Time
P0003945,L002072,2026-06-09,1491.38,1,Late
P0003946,L005748,2024-07-22,478.59,9,Late
P0003947,L001667,2024-05-25,2695.83,5,Late
P0003948,L004981,2025-07-18,469.61,13,Late
P0003949,L007872,2024-03-08,525.54,13,Late
P0003950,L001447,2024-05-14,1780.98,10,Late
P0003951,L006307,2026-06-24,1872.22,0,On Time
P0003952,L007732,2023-11-25,688.6,0,On Time
P0003953,L007795,2025-01-03,1907.76,0,On Time
P0003954,L006436,2024-07-28,471.34,8,Late
P0003955,L006759,2025-01-25,245.89,10,Late
P0003956,L001102,2026-07-03,1618.66,15,Late
P0003957,L001938,2025-07-18,318.01,13,Late
P0003958,L000433,2026-06-19,842.25,5,Late
P0003959,L003073,2025-11-13,2931.15,0,On Time
P0003960,L005645,2025-11-21,459.63,12,Late
P0003961,L007487,2023-09-25,366.42,0,On Time
P0003962,L005667,2023-12-21,457.48,0,On Time
P0003963,L004548,2025-05-06,382.49,0,On Time
P0003964,L002226,2023-09-07,414.11,7,Late
P0003965,L007059,2023-08-02,312.72,0,On Time
P0003966,L000955,2025-11-09,1597.97,0,On Time
P0003967,L005179,2023-09-22,284.87,5,Late
P0003968,L003497,2026-02-15,1298.17,1,Late
P0003969,L006485,2024-09-02,290.84,0,On Time
P0003970,L000940,2026-04-17,938.7,0,On Time
P0003971,L004250,2024-11-13,1514.1,15,Late
P0003972,L003581,2023-05-06,830.61,13,Late
P0003973,L007947,2025-01-17,386.33,4,Late
P0003974,L006350,2025-08-18,824.99,10,Late
P0003975,L005449,2025-02-06,599.36,19,Severely Late
P0003976,L007578,2025-02-27,752.2,0,On Time
P0003977,L002109,2024-04-05,367.69,0,On Time
P0003978,L006389,2023-07-08,1073.52,11,Late
P0003979,L000408,2025-08-31,709.47,0,On Time
P0003980,L007087,2025-08-30,1394.87,4,Late
P0003981,L003343,2026-04-19,1666.63,3,Late
P0003982,L004647,2025-11-27,1066.28,22,Severely Late
P0003983,L005811,2023-08-28,689.49,13,Late
P0003984,L005766,2024-07-05,515.57,16,Severely Late
P0003985,L001398,2023-06-12,482.08,16,Severely Late
P0003986,L006007,2025-12-28,1054.83,3,Late
P0003987,L001764,2025-08-12,1190.29,0,On Time
P0003988,L006298,2024-04-28,778.69,16,Severely Late
P0003989,L001361,2025-02-26,842.67,16,Severely Late
P0003990,L006329,2023-10-16,345.23,7,Late
P0003991,L005564,2025-03-20,932.95,3,Late
P0003992,L007969,2023-07-08,629.88,14,Late
P0003993,L002390,2023-07-22,1806.35,0,On Time
P0003994,L002159,2025-06-08,1048.06,9,Late
P0003995,L005439,2025-12-05,697.61,1,Late
P0003996,L005332,2025-01-28,1097.4,6,Late
P0003997,L007146,2026-06-19,2882.81,9,Late
P0003998,L001091,2023-08-01,1498.44,0,On Time
P0003999,L001774,2024-11-29,586.98,13,Late
P0004000,L004421,2025-08-06,1184.29,0,On Time
P0004001,L007884,2025-09-13,5601.95,12,Late
P0004002,L007025,2023-10-09,1502.78,7,Late
P0004003,L007954,2023-10-23,782.82,3,Late
P0004004,L002950,2023-07-21,1907.05,5,Late
P0004005,L000292,2025-12-12,264.52,1,Late
P0004006,L005012,2024-06-25,429.29,16,Severely Late
P0004007,L005550,2026-03-25,250.01,0,On Time
P0004008,L004403,2023-06-01,303.85,0,On Time
P0004009,L000010,2026-07-07,857.92,11,Late
P0004010,L005999,2025-09-23,346.9,0,On Time
P0004011,L001301,2024-01-09,442.04,2,Late
P0004012,L002524,2023-05-18,278.56,5,Late
P0004013,L000082,2026-05-22,1149.78,0,On Time
P0004014,L007676,2025-03-28,383.15,0,On Time
P0004015,L002715,2023-07-20,1498.49,0,On Time
P0004016,L006003,2024-11-25,777.49,8,Late
P0004017,L004175,2025-11-30,2105.32,0,On Time
P0004018,L001572,2025-10-20,673.92,0,On Time
P0004019,L003427,2024-05-11,1493.78,0,On Time
P0004020,L001386,2024-04-04,971.87,6,Late
P0004021,L007157,2024-10-13,1262.18,0,On Time
P0004022,L007982,2026-02-11,1574.52,5,Late
P0004023,L005251,2023-02-25,957.81,11,Late
P0004024,L004958,2024-06-25,1088.4,6,Late
P0004025,L002377,2026-05-30,1224.19,0,On Time
P0004026,L005800,2024-04-22,298.05,19,Severely Late
P0004027,L004010,2025-09-17,1080.78,24,Severely Late
P0004028,L001178,2023-03-07,1464.71,0,On Time
P0004029,L002771,2026-04-25,806.01,0,On Time
P0004030,L000107,2024-03-03,352.68,6,Late
P0004031,L007951,2025-06-04,1176.23,12,Late
P0004032,L005129,2026-02-18,341.48,0,On Time
P0004033,L007640,2023-10-02,284.84,7,Late
P0004034,L002495,2023-12-09,1810.28,0,On Time
P0004035,L001831,2025-04-24,1193.52,12,Late
P0004036,L001555,2026-04-18,505.28,0,On Time
P0004037,L006169,2025-06-28,1119.34,7,Late
P0004038,L002680,2024-01-09,747.24,6,Late
P0004039,L007360,2026-01-29,1435.01,2,Late
P0004040,L004252,2024-08-28,6183.92,0,On Time
P0004041,L002877,2023-03-01,477.85,0,On Time
P0004042,L002394,2024-10-23,676.52,0,On Time
P0004043,L006219,2025-07-24,394.85,0,On Time
P0004044,L007770,2023-11-07,1676.66,0,On Time
P0004045,L007122,2023-10-30,732.06,4,Late
P0004046,L007607,2023-08-18,735.65,10,Late
P0004047,L000486,2025-10-24,644.17,16,Severely Late
P0004048,L006534,2025-02-11,581.23,12,Late
P0004049,L002319,2025-12-24,604.59,13,Late
P0004050,L004666,2023-11-02,660.44,4,Late
P0004051,L003600,2026-04-20,1416.85,12,Late
P0004052,L000120,2024-12-29,1555.06,0,On Time
P0004053,L005802,2024-11-15,941.21,16,Severely Late
P0004054,L007943,2024-09-16,2169.64,17,Severely Late
P0004055,L006862,2026-03-13,1279.03,6,Late
P0004056,L005796,2026-02-17,564.8,0,On Time
P0004057,L001865,2026-01-20,1501.77,13,Late
P0004058,L005159,2023-11-27,1561.35,21,Severely Late
P0004059,L006316,2025-04-03,950.33,29,Severely Late
P0004060,L002478,2026-07-02,707.93,4,Late
P0004061,L002645,2026-05-30,354.06,2,Late
P0004062,L000778,2023-09-16,625.58,0,On Time
P0004063,L001487,2025-09-25,254.62,9,Late
P0004064,L002964,2024-10-04,675.7,3,Late
P0004065,L001130,2026-03-21,876.56,9,Late
P0004066,L001026,2023-05-15,1722.28,0,On Time
P0004067,L005266,2024-01-02,602.89,7,Late
P0004068,L005947,2023-06-14,1001.25,10,Late
P0004069,L006494,2024-07-10,1785.6,4,Late
P0004070,L003121,2025-01-29,405.58,4,Late
P0004071,L006930,2024-01-14,1227.89,15,Late
P0004072,L002214,2024-07-02,289.14,1,Late
P0004073,L007558,2025-08-21,457.17,12,Late
P0004074,L006159,2025-05-22,485.7,8,Late
P0004075,L000663,2025-07-22,542.36,18,Severely Late
P0004076,L000705,2023-04-16,533.48,12,Late
P0004077,L007412,2023-02-09,1059.74,11,Late
P0004078,L004354,2024-02-24,742.23,15,Late
P0004079,L003015,2023-09-07,433.86,0,On Time
P0004080,L007310,2023-10-13,316.45,10,Late
P0004081,L007168,2023-05-17,1321.35,17,Severely Late
P0004082,L002618,2026-01-06,1583.88,0,On Time
P0004083,L002353,2023-03-12,844.61,8,Late
P0004084,L002227,2026-07-30,137.88,19,Severely Late
P0004085,L006717,2025-03-10,610.36,0,On Time
P0004086,L005404,2025-09-23,546.28,13,Late
P0004087,L006029,2023-12-11,606.85,4,Late
P0004088,L006357,2025-11-16,1997.01,0,On Time
P0004089,L000706,2023-03-18,1314.91,11,Late
P0004090,L002200,2024-09-03,1423.14,7,Late
P0004091,L007592,2024-02-18,1693.73,13,Late
P0004092,L000917,2024-03-11,657.21,2,Late
P0004093,L000821,2025-11-03,682.76,1,Late
P0004094,L005717,2024-12-12,897.43,0,On Time
P0004095,L000433,2026-07-27,586.96,5,Late
P0004096,L006350,2023-12-10,579.44,13,Late
P0004097,L005885,2023-09-15,1468.81,0,On Time
P0004098,L006469,2026-01-07,1240.6,0,On Time
P0004099,L000375,2024-09-25,219.85,8,Late
P0004100,L003544,2025-01-11,751.53,9,Late
P0004101,L000153,2026-06-26,1825.69,11,Late
P0004102,L003716,2023-10-30,1414.08,3,Late
P0004103,L004532,2024-04-13,912.55,0,On Time
P0004104,L001507,2024-10-29,2297.96,0,On Time
P0004105,L002383,2025-07-12,652.36,0,On Time
P0004106,L001418,2024-12-29,728.15,0,On Time
P0004107,L006438,2025-04-05,222.53,0,On Time
P0004108,L004063,2025-04-02,843.34,3,Late
P0004109,L002974,2023-08-17,2866.84,0,On Time
P0004110,L005466,2023-07-12,842.91,9,Late
P0004111,L006244,2026-06-18,974.58,0,On Time
P0004112,L002591,2023-11-04,755.91,8,Late
P0004113,L006964,2025-10-02,1141.72,0,On Time
P0004114,L003497,2023-07-08,553.02,7,Late
P0004115,L001072,2023-03-13,2704.49,5,Late
P0004116,L005075,2025-11-12,1723.72,8,Late
P0004117,L006642,2024-03-27,1346.38,0,On Time
P0004118,L005306,2025-12-05,1821.09,2,Late
P0004119,L006967,2023-02-18,833.8,11,Late
P0004120,L001614,2024-07-06,552.07,0,On Time
P0004121,L006006,2024-09-01,1081.34,0,On Time
P0004122,L004103,2025-03-07,1849.61,5,Late
P0004123,L000417,2026-01-21,707.53,1,Late
P0004124,L000348,2025-07-26,700.56,0,On Time
P0004125,L000963,2023-08-11,917.68,7,Late
P0004126,L001323,2024-02-20,235.01,7,Late
P0004127,L007253,2023-10-23,433.27,14,Late
P0004128,L002256,2025-01-16,585.56,11,Late
P0004129,L006404,2023-02-14,1827.7,10,Late
P0004130,L006544,2023-02-06,1107.6,0,On Time
P0004131,L000504,2023-08-24,429.9,0,On Time
P0004132,L000307,2025-03-28,1059.22,0,On Time
P0004133,L001918,2024-11-17,908.37,0,On Time
P0004134,L003945,2023-11-12,609.34,3,Late
P0004135,L007202,2026-06-02,569.83,0,On Time
P0004136,L000626,2024-10-01,3959.37,14,Late
P0004137,L007248,2024-06-11,267.16,7,Late
P0004138,L006673,2025-11-13,592.41,7,Late
P0004139,L004843,2026-03-30,1443.21,23,Severely Late
P0004140,L005086,2024-08-11,483.72,0,On Time
P0004141,L007261,2026-07-31,595.59,0,On Time
P0004142,L001977,2023-07-16,393.39,10,Late
P0004143,L002856,2025-07-11,1001.09,1,Late
P0004144,L003014,2023-03-12,1078.22,0,On Time
P0004145,L005820,2023-10-11,420.77,17,Severely Late
P0004146,L005290,2023-05-30,2172.45,13,Late
P0004147,L007728,2025-12-30,454.2,15,Late
P0004148,L006704,2026-02-14,1143.14,0,On Time
P0004149,L005782,2025-12-21,369.12,0,On Time
P0004150,L007352,2024-01-01,1218.22,13,Late
P0004151,L000667,2026-05-10,1188.81,0,On Time
P0004152,L004586,2024-07-20,528.84,0,On Time
P0004153,L000059,2023-08-20,1086.05,8,Late
P0004154,L004648,2026-01-26,1064.39,18,Severely Late
P0004155,L006309,2025-06-12,732.7,0,On Time
P0004156,L002370,2025-08-11,1455.94,0,On Time
P0004157,L000360,2023-05-16,476.53,0,On Time
P0004158,L004659,2024-09-15,1903.83,11,Late
P0004159,L000754,2024-09-08,1210.96,0,On Time
P0004160,L003355,2024-10-06,371.23,7,Late
P0004161,L001463,2024-02-14,1220.8,0,On Time
P0004162,L001790,2026-05-04,739.76,10,Late
P0004163,L005336,2024-12-06,581.29,11,Late
P0004164,L005235,2024-12-21,1401.01,4,Late
P0004165,L003161,2024-01-14,1677.84,0,On Time
P0004166,L003026,2025-04-11,187.01,4,Late
P0004167,L002700,2025-12-04,820.3,4,Late
P0004168,L005631,2024-05-24,779.87,4,Late
P0004169,L005413,2026-06-27,602.94,9,Late
P0004170,L002319,2026-06-12,964.18,0,On Time
P0004171,L003785,2024-02-19,1671.84,12,Late
P0004172,L004705,2023-06-11,366.05,13,Late
P0004173,L001265,2024-09-29,522.64,0,On Time
P0004174,L000560,2024-12-03,528.64,0,On Time
P0004175,L005910,2023-04-01,1234.9,3,Late
P0004176,L001191,2025-07-31,587.33,0,On Time
P0004177,L007413,2026-03-04,1397.48,7,Late
P0004178,L006189,2025-10-04,1543.88,8,Late
P0004179,L000599,2026-07-19,740.5,9,Late
P0004180,L007015,2025-05-31,958.53,0,On Time
P0004181,L002279,2025-10-27,778.64,0,On Time
P0004182,L000724,2025-09-17,3189.22,2,Late
P0004183,L007094,2024-04-26,456.5,0,On Time
P0004184,L007728,2026-05-23,319.66,0,On Time
P0004185,L007003,2024-12-24,156.4,5,Late
P0004186,L007605,2026-05-02,978.0,2,Late
P0004187,L003313,2024-01-11,992.21,9,Late
P0004188,L003646,2026-04-23,406.71,0,On Time
P0004189,L002801,2023-09-26,518.5,4,Late
P0004190,L007280,2025-04-16,1616.88,1,Late
P0004191,L001712,2025-12-17,1451.45,2,Late
P0004192,L004091,2026-02-10,727.33,0,On Time
P0004193,L007923,2024-04-21,633.07,0,On Time
P0004194,L005364,2025-12-16,615.97,0,On Time
P0004195,L006338,2025-11-12,1071.69,0,On Time
P0004196,L002596,2023-12-15,1082.64,0,On Time
P0004197,L007308,2025-10-01,1423.98,4,Late
P0004198,L007317,2023-06-15,1320.73,6,Late
P0004199,L002938,2025-09-04,511.23,0,On Time
P0004200,L001509,2025-12-07,915.84,4,Late
P0004201,L002442,2024-05-09,1158.0,0,On Time
P0004202,L007111,2023-12-23,600.78,0,On Time
P0004203,L004748,2024-05-31,842.72,13,Late
P0004204,L003561,2024-05-21,554.71,0,On Time
P0004205,L004937,2023-05-18,487.14,1,Late
P0004206,L006307,2023-06-02,378.58,14,Late
P0004207,L007923,2023-09-14,401.4,0,On Time
P0004208,L007410,2025-12-15,657.43,10,Late
P0004209,L000879,2023-03-27,566.94,5,Late
P0004210,L006961,2025-05-02,1512.26,0,On Time
P0004211,L007093,2025-12-25,527.66,8,Late
P0004212,L007773,2024-03-27,767.28,0,On Time
P0004213,L005465,2024-06-08,969.36,2,Late
P0004214,L002052,2024-05-27,490.43,1,Late
P0004215,L005030,2024-01-16,662.6,4,Late
P0004216,L003384,2024-02-20,146.27,19,Severely Late
P0004217,L005730,2024-12-28,1704.78,3,Late
P0004218,L000599,2025-08-13,1033.05,0,On Time
P0004219,L002311,2023-10-01,5260.88,1,Late
P0004220,L001497,2025-05-31,780.64,0,On Time
P0004221,L005841,2023-06-30,1294.13,0,On Time
P0004222,L000933,2024-07-12,1586.4,8,Late
P0004223,L007547,2024-02-15,956.86,0,On Time
P0004224,L002646,2023-03-17,322.41,0,On Time
P0004225,L003804,2025-01-06,3400.27,0,On Time
P0004226,L003373,2024-11-21,740.66,0,On Time
P0004227,L002227,2024-05-21,675.02,0,On Time
P0004228,L006635,2023-11-03,936.3,5,Late
P0004229,L006775,2023-05-02,2519.96,8,Late
P0004230,L007817,2025-06-20,1480.9,10,Late
P0004231,L000169,2024-12-07,1525.19,4,Late
P0004232,L007007,2024-09-29,739.01,4,Late
P0004233,L001023,2023-07-19,2278.0,0,On Time
P0004234,L003996,2025-10-15,732.61,3,Late
P0004235,L007968,2025-10-28,348.34,4,Late
P0004236,L005114,2023-12-28,813.53,13,Late
P0004237,L003540,2024-07-29,845.82,3,Late
P0004238,L005828,2024-04-04,448.9,0,On Time
P0004239,L005453,2024-02-17,577.34,0,On Time
P0004240,L000340,2026-07-21,539.28,9,Late
P0004241,L001428,2024-02-26,1925.08,0,On Time
P0004242,L003074,2025-05-06,642.6,0,On Time
P0004243,L000050,2023-02-04,1286.2,0,On Time
P0004244,L000080,2023-12-17,1381.38,0,On Time
P0004245,L005757,2025-07-28,1539.32,6,Late
P0004246,L003619,2026-07-10,1306.03,3,Late
P0004247,L002739,2025-09-26,1043.31,7,Late
P0004248,L002848,2024-08-19,179.3,9,Late
P0004249,L004798,2024-12-22,265.48,17,Severely Late
P0004250,L005605,2024-12-26,487.1,9,Late
P0004251,L004482,2025-12-29,578.63,10,Late
P0004252,L002064,2023-11-08,551.58,0,On Time
P0004253,L001823,2024-12-17,941.34,0,On Time
P0004254,L005860,2026-06-11,931.74,2,Late
P0004255,L007613,2023-07-01,323.19,6,Late
P0004256,L004558,2024-07-25,1474.59,16,Severely Late
P0004257,L003814,2025-02-09,1040.68,10,Late
P0004258,L002788,2025-08-09,705.37,0,On Time
P0004259,L005751,2025-02-25,857.44,8,Late
P0004260,L001440,2025-07-28,1825.4,8,Late
P0004261,L003011,2025-07-22,909.3,6,Late
P0004262,L001292,2025-03-29,1233.7,0,On Time
P0004263,L000605,2023-06-15,353.6,0,On Time
P0004264,L004952,2026-01-26,788.34,2,Late
P0004265,L002345,2026-02-25,632.41,4,Late
P0004266,L002831,2026-02-09,590.09,4,Late
P0004267,L007531,2024-10-03,757.04,15,Late
P0004268,L002178,2024-10-07,1015.9,0,On Time
P0004269,L003049,2023-08-08,973.03,13,Late
P0004270,L005295,2024-08-07,1053.44,5,Late
P0004271,L001593,2024-11-06,177.76,0,On Time
P0004272,L006574,2025-04-29,1055.85,0,On Time
P0004273,L005002,2024-07-31,1231.37,0,On Time
P0004274,L000004,2025-05-05,398.89,0,On Time
P0004275,L000840,2023-10-10,1266.97,0,On Time
P0004276,L003290,2024-04-17,1678.17,8,Late
P0004277,L007525,2023-08-19,948.26,0,On Time
P0004278,L000368,2026-01-08,731.65,0,On Time
P0004279,L005107,2025-12-11,847.82,1,Late
P0004280,L006757,2025-08-20,447.85,8,Late
P0004281,L006635,2024-07-16,648.41,1,Late
P0004282,L006758,2023-07-23,1041.19,0,On Time
P0004283,L001082,2025-02-11,2138.84,0,On Time
P0004284,L002725,2026-03-23,1441.87,0,On Time
P0004285,L006333,2026-07-22,250.45,0,On Time
P0004286,L007179,2024-04-05,447.24,7,Late
P0004287,L000493,2025-12-04,591.48,1,Late
P0004288,L007718,2025-08-03,1144.2,17,Severely Late
P0004289,L006751,2024-12-22,881.43,0,On Time
P0004290,L000928,2024-05-23,5429.3,0,On Time
P0004291,L006168,2024-12-29,1300.23,3,Late
P0004292,L007188,2023-09-23,1145.82,0,On Time
P0004293,L001028,2023-02-03,1233.08,0,On Time
P0004294,L006087,2026-06-29,962.6,4,Late
P0004295,L000593,2023-02-21,1826.18,0,On Time
P0004296,L000190,2024-06-29,733.66,12,Late
P0004297,L004459,2023-07-15,410.83,0,On Time
P0004298,L003808,2023-02-17,1140.85,4,Late
P0004299,L001298,2025-08-06,1696.14,0,On Time
P0004300,L004507,2025-04-22,949.32,9,Late
P0004301,L002416,2024-08-16,682.29,6,Late
P0004302,L005134,2024-11-09,4555.56,0,On Time
P0004303,L000062,2024-12-13,384.59,0,On Time
P0004304,L001026,2023-05-25,851.92,10,Late
P0004305,L001498,2024-07-10,1341.39,6,Late
P0004306,L001571,2024-11-18,792.96,6,Late
P0004307,L004925,2025-03-02,903.04,14,Late
P0004308,L000341,2024-07-13,705.62,0,On Time
P0004309,L005129,2024-01-16,1260.48,6,Late
P0004310,L002561,2026-05-11,975.61,3,Late
P0004311,L003882,2024-07-02,1063.7,0,On Time
P0004312,L006454,2025-01-23,550.36,5,Late
P0004313,L006429,2024-07-22,1165.32,2,Late
P0004314,L001830,2026-07-23,287.59,0,On Time
P0004315,L002357,2024-12-01,1260.64,18,Severely Late
P0004316,L005733,2026-07-08,4693.65,0,On Time
P0004317,L005547,2025-04-28,1161.26,11,Late
P0004318,L004999,2025-04-01,835.46,0,On Time
P0004319,L000818,2025-06-29,1270.48,0,On Time
P0004320,L005077,2024-07-07,889.9,1,Late
P0004321,L004143,2023-10-31,2531.33,3,Late
P0004322,L005809,2024-05-06,1891.46,9,Late
P0004323,L005458,2023-04-24,750.68,0,On Time
P0004324,L001330,2023-08-18,461.22,6,Late
P0004325,L002408,2026-07-15,980.92,10,Late
P0004326,L003460,2023-04-09,979.51,5,Late
P0004327,L003232,2023-04-13,1109.66,6,Late
P0004328,L006403,2023-12-13,1728.84,5,Late
P0004329,L005877,2024-11-10,2793.73,4,Late
P0004330,L003688,2025-09-03,672.42,3,Late
P0004331,L005975,2025-03-18,348.5,0,On Time
P0004332,L004719,2026-07-30,436.08,13,Late
P0004333,L005278,2023-07-24,546.22,0,On Time
P0004334,L002392,2025-04-13,1700.82,12,Late
